id,tier,family,url,h1,title_tag,primary_query,queries,impressions,clicks,conversions,words,content_blocks,top_queries
411,5,guide-month,/guides/ladakh-in-october,Ladakh in October,"Ladakh in October - Weather, Snow, Crowds & What It Costs | Glitz Holidays",ladakh in october,7,10,0,0.0,900-1200,"Actual October temperature range, day and night, and snow probability for Ladakh | What is open and what is shut in October - roads, gondola phases, passes | What to pack for Ladakh in October, specifically | Price index vs peak - is October cheap or expensive, and why | Who October suits and who should pick another month - say it plainly | CTA to the Ladakh package that fits October conditions",ladakh in october (2) ; leh ladakh in october (2) ; places to visit in ladakh in october (2) ; ladakh in october first week (1) ; leh ladakh tour october (1) ; ladakh in october last week (1) ; october ladakh (1)
412,5,guide-month,/guides/jammu-in-november,Jammu in November,"Jammu in November - Weather, Snow, Crowds & What It Costs | Glitz Holidays",jammu in november,2,8,0,0.0,900-1200,"Actual November temperature range, day and night, and snow probability for Jammu | What is open and what is shut in November - roads, gondola phases, passes | What to pack for Jammu in November, specifically | Price index vs peak - is November cheap or expensive, and why | Who November suits and who should pick another month - say it plainly | CTA to the Jammu package that fits November conditions",jammu in november (7) ; places to visit near jammu in november (1)
413,5,guide-month,/guides/jammu-in-january,Jammu in January,"Jammu in January - Weather, Snow, Crowds & What It Costs | Glitz Holidays",jammu in january,2,6,0,0.0,900-1200,"Actual January temperature range, day and night, and snow probability for Jammu | What is open and what is shut in January - roads, gondola phases, passes | What to pack for Jammu in January, specifically | Price index vs peak - is January cheap or expensive, and why | Who January suits and who should pick another month - say it plainly | CTA to the Jammu package that fits January conditions",jammu in january (5) ; places to visit in jammu in january (1)
414,5,guide-month,/guides/jammu-in-august,Jammu in August,"Jammu in August - Weather, Snow, Crowds & What It Costs | Glitz Holidays",jammu in august,2,6,0,0.0,900-1200,"Actual August temperature range, day and night, and snow probability for Jammu | What is open and what is shut in August - roads, gondola phases, passes | What to pack for Jammu in August, specifically | Price index vs peak - is August cheap or expensive, and why | Who August suits and who should pick another month - say it plainly | CTA to the Jammu package that fits August conditions",jammu in august (5) ; places to visit in jammu in august (1)
415,5,guide-month,/guides/jammu-in-october,Jammu in October,"Jammu in October - Weather, Snow, Crowds & What It Costs | Glitz Holidays",jammu in october,2,6,0,0.0,900-1200,"Actual October temperature range, day and night, and snow probability for Jammu | What is open and what is shut in October - roads, gondola phases, passes | What to pack for Jammu in October, specifically | Price index vs peak - is October cheap or expensive, and why | Who October suits and who should pick another month - say it plainly | CTA to the Jammu package that fits October conditions",jammu in october (4) ; places to visit in jammu in october (2)
416,5,guide-month,/guides/jammu-in-june,Jammu in June,"Jammu in June - Weather, Snow, Crowds & What It Costs | Glitz Holidays",jammu in june,2,5,0,0.0,900-1200,"Actual June temperature range, day and night, and snow probability for Jammu | What is open and what is shut in June - roads, gondola phases, passes | What to pack for Jammu in June, specifically | Price index vs peak - is June cheap or expensive, and why | Who June suits and who should pick another month - say it plainly | CTA to the Jammu package that fits June conditions",jammu in june (4) ; places to visit in jammu in june (1)
417,5,guide-month,/guides/leh-in-september,Leh in September,"Leh in September - Weather, Snow, Crowds & What It Costs | Glitz Holidays",leh in september,2,5,0,0.0,900-1200,"Actual September temperature range, day and night, and snow probability for Leh | What is open and what is shut in September - roads, gondola phases, passes | What to pack for Leh in September, specifically | Price index vs peak - is September cheap or expensive, and why | Who September suits and who should pick another month - say it plainly | CTA to the Leh package that fits September conditions",leh in september (4) ; leh in september end (1)
418,5,guide-month,/guides/jammu-in-may,Jammu in May,"Jammu in May - Weather, Snow, Crowds & What It Costs | Glitz Holidays",jammu in may,2,5,0,0.0,900-1200,"Actual May temperature range, day and night, and snow probability for Jammu | What is open and what is shut in May - roads, gondola phases, passes | What to pack for Jammu in May, specifically | Price index vs peak - is May cheap or expensive, and why | Who May suits and who should pick another month - say it plainly | CTA to the Jammu package that fits May conditions",jammu in may month (4) ; jammu in may (1)
419,5,guide-month,/guides/leh-in-june,Leh in June,"Leh in June - Weather, Snow, Crowds & What It Costs | Glitz Holidays",leh in june,2,4,0,0.0,900-1200,"Actual June temperature range, day and night, and snow probability for Leh | What is open and what is shut in June - roads, gondola phases, passes | What to pack for Leh in June, specifically | Price index vs peak - is June cheap or expensive, and why | Who June suits and who should pick another month - say it plainly | CTA to the Leh package that fits June conditions",leh in june (3) ; leh trip in june (1)
420,5,guide-month,/guides/leh-in-august,Leh in August,"Leh in August - Weather, Snow, Crowds & What It Costs | Glitz Holidays",leh in august,2,3,0,0.0,900-1200,"Actual August temperature range, day and night, and snow probability for Leh | What is open and what is shut in August - roads, gondola phases, passes | What to pack for Leh in August, specifically | Price index vs peak - is August cheap or expensive, and why | Who August suits and who should pick another month - say it plainly | CTA to the Leh package that fits August conditions",leh in august 2022 (2) ; leh in august (1)
421,6,hindi,/hi/kashmir-ghumne-ki-jagah,Kashmir Mein Ghumne Ki Jagah,Kashmir Mein Ghumne Ki Jagah | Glitz Holidays,kashmir ghumne ki jagah,460,10652,84,1.0,1000-1400,"Written natively in Hindi by a speaker - machine translation will not rank and will not convert | Same factual depth as the English page: real prices in rupees, real distances, real timings | hreflang pair with the English equivalent | Hindi-language CTA and a WhatsApp number, which is how this audience converts",kashmir ghumne ki jagah (1023) ; jammu me ghumne ki jagah (960) ; kashmir me ghumne ki jagah (769) ; katra me ghumne ki jagah (474) ; kashmir mein ghumne ki jagah (443) ; jammu kashmir ghumne ki jagah (366) ; kashmir mai ghumne ki jagah (284) ; jammu kashmir me ghumne ki jagah (256)
422,6,hindi,/hi/kashmir-kaise-jaye,Kashmir Kaise Jaye,Kashmir Kaise Jaye | Glitz Holidays,jammu se srinagar kaise jaye,299,11892,113,4.0,1000-1400,"Written natively in Hindi by a speaker - machine translation will not rank and will not convert | Same factual depth as the English page: real prices in rupees, real distances, real timings | hreflang pair with the English equivalent | Hindi-language CTA and a WhatsApp number, which is how this audience converts",jammu se srinagar kaise jaye (1531) ; katra se srinagar kaise jaye (1163) ; kashmir kaise jaye (704) ; gulmarg kaise jaye (603) ; srinagar kaise jaye (585) ; delhi se kashmir kaise jaye (552) ; katra se gulmarg kaise jaye (541) ; udhampur se srinagar kaise jaye (437)
423,6,hindi,/hi/kashmir-trip-kharcha,Kashmir Trip Ka Kharcha,Kashmir Trip Ka Kharcha | Glitz Holidays,katra se kashmir kitna dur hai,149,399,2,0.0,1000-1400,"Written natively in Hindi by a speaker - machine translation will not rank and will not convert | Same factual depth as the English page: real prices in rupees, real distances, real timings | hreflang pair with the English equivalent | Hindi-language CTA and a WhatsApp number, which is how this audience converts",katra se kashmir kitna dur hai (16) ; katra se srinagar kitna dur hai (14) ; delhi se kashmir kitne kilometre hai (12) ; jammu se kashmir kitne kilometre hai (10) ; chandigarh se kashmir kitna dur hai (10) ; kashmir jaane ke liye kitna paisa lagta hai (9) ; kashmir ki ticket kitne ki hai (9) ; kashmir ka ticket kitne ka hai (9)
424,6,hindi,/hi/kashmir-jane-ka-best-time,Kashmir Jane Ka Sahi Samay,Kashmir Jane Ka Sahi Samay | Glitz Holidays,kashmir kab jana chahiye,24,922,11,0.0,1000-1400,"Written natively in Hindi by a speaker - machine translation will not rank and will not convert | Same factual depth as the English page: real prices in rupees, real distances, real timings | hreflang pair with the English equivalent | Hindi-language CTA and a WhatsApp number, which is how this audience converts",kashmir kab jana chahiye (464) ; srinagar kab jana chahiye (87) ; kashmir ghumne kab jaye (61) ; kashmir kab jaye (57) ; gulmarg kab jana chahiye (37) ; kashmir kab jana chahie (36) ; kashmir ghumne kab jana chahiye (27) ; gulmarg kashmir kab jaye (25)
425,6,hindi,/hi/vaishno-devi-yatra-guide,Vaishno Devi Yatra Guide,Vaishno Devi Yatra Guide | Glitz Holidays,vaishno devi yatra,455,10498,59,3.0,1000-1400,"Written natively in Hindi by a speaker - machine translation will not rank and will not convert | Same factual depth as the English page: real prices in rupees, real distances, real timings | hreflang pair with the English equivalent | Hindi-language CTA and a WhatsApp number, which is how this audience converts",vaishno devi yatra (4118) ; vaishno devi yatra 2023 (1119) ; mata vaishno devi yatra (591) ; kashmir yatra (190) ; best time to visit vaishno devi yatra (124) ; vaishno devi yatra in april (121) ; katra to shiv khori yatra (121) ; maa vaishno devi yatra (119)
426,6,hindi-mirror,/hi/packages/from/delhi,Kashmir Tour Packages from Delhi (Hindi),Kashmir Tour Packages from Delhi | Glitz Holidays,kashmir packages from delhi,1296,23233,602,41.5,900-1300,"Hindi re-authoring of /packages/from/delhi - same facts, written natively, not translated | Prices in rupees written the way Hindi searchers phrase them | hreflang alternate pair with /packages/from/delhi | WhatsApp CTA in Hindi - this audience converts on WhatsApp, not forms",delhi to kashmir train (1867) ; airfare from new delhi to srinagar (1134) ; delhi to kashmir flight (1112) ; airfare to srinagar from new delhi (805) ; delhi to gulmarg by train (760) ; delhi to kashmir (757) ; delhi to srinagar train (594) ; delhi to srinagar by train (594)
